Ref_Date,GEO,PRO,COM,Value
2000/05,Canada,Meal produced,Canola (rapeseed),164455
2000/06,Canada,Meal produced,Canola (rapeseed),148714
2000/07,Canada,Meal produced,Canola (rapeseed),126740
2000/08,Canada,Meal produced,Canola (rapeseed),148126
2000/09,Canada,Meal produced,Canola (rapeseed),173640
2000/10,Canada,Meal produced,Canola (rapeseed),183017
2000/11,Canada,Meal produced,Canola (rapeseed),181508
2000/12,Canada,Meal produced,Canola (rapeseed),174436
2001/01,Canada,Meal produced,Canola (rapeseed),180343
2001/02,Canada,Meal produced,Canola (rapeseed),151920
2001/03,Canada,Meal produced,Canola (rapeseed),171969
2001/04,Canada,Meal produced,Canola (rapeseed),138896
2001/05,Canada,Meal produced,Canola (rapeseed),104642
2001/06,Canada,Meal produced,Canola (rapeseed),132423
2001/07,Canada,Meal produced,Canola (rapeseed),129045
2001/08,Canada,Meal produced,Canola (rapeseed),122702
2001/09,Canada,Meal produced,Canola (rapeseed),137932
2001/10,Canada,Meal produced,Canola (rapeseed),132574
2001/11,Canada,Meal produced,Canola (rapeseed),144705
2001/12,Canada,Meal produced,Canola (rapeseed),131881
2002/01,Canada,Meal produced,Canola (rapeseed),132796
2002/02,Canada,Meal produced,Canola (rapeseed),112824
2002/03,Canada,Meal produced,Canola (rapeseed),114737
2002/04,Canada,Meal produced,Canola (rapeseed),101776
2002/05,Canada,Meal produced,Canola (rapeseed),100396
2002/06,Canada,Meal produced,Canola (rapeseed),101485
2002/07,Canada,Meal produced,Canola (rapeseed),93478
2002/08,Canada,Meal produced,Canola (rapeseed),118336
2002/09,Canada,Meal produced,Canola (rapeseed),136460
2002/10,Canada,Meal produced,Canola (rapeseed),120908
2002/11,Canada,Meal produced,Canola (rapeseed),105341
2002/12,Canada,Meal produced,Canola (rapeseed),91742
2003/01,Canada,Meal produced,Canola (rapeseed),92359
2003/02,Canada,Meal produced,Canola (rapeseed),116310
2003/03,Canada,Meal produced,Canola (rapeseed),119573
2003/04,Canada,Meal produced,Canola (rapeseed),115180
2003/05,Canada,Meal produced,Canola (rapeseed),113215
2003/06,Canada,Meal produced,Canola (rapeseed),122163
2003/07,Canada,Meal produced,Canola (rapeseed),138147
2003/08,Canada,Meal produced,Canola (rapeseed),130917
2003/09,Canada,Meal produced,Canola (rapeseed),187895
2003/10,Canada,Meal produced,Canola (rapeseed),175734
2003/11,Canada,Meal produced,Canola (rapeseed),176581
2003/12,Canada,Meal produced,Canola (rapeseed),182052
2004/01,Canada,Meal produced,Canola (rapeseed),188917
2004/02,Canada,Meal produced,Canola (rapeseed),168097
2004/03,Canada,Meal produced,Canola (rapeseed),203764
2004/04,Canada,Meal produced,Canola (rapeseed),190434
2004/05,Canada,Meal produced,Canola (rapeseed),178899
2004/06,Canada,Meal produced,Canola (rapeseed),146835
2004/07,Canada,Meal produced,Canola (rapeseed),190352
2004/08,Canada,Meal produced,Canola (rapeseed),161786
2004/09,Canada,Meal produced,Canola (rapeseed),135644
2004/10,Canada,Meal produced,Canola (rapeseed),177081
2004/11,Canada,Meal produced,Canola (rapeseed),174711
2004/12,Canada,Meal produced,Canola (rapeseed),180519
2005/01,Canada,Meal produced,Canola (rapeseed),156334
2005/02,Canada,Meal produced,Canola (rapeseed),157264
2005/03,Canada,Meal produced,Canola (rapeseed),175573
2005/04,Canada,Meal produced,Canola (rapeseed),156721
2005/05,Canada,Meal produced,Canola (rapeseed),139332
2005/06,Canada,Meal produced,Canola (rapeseed),127300
2005/07,Canada,Meal produced,Canola (rapeseed),161551
2005/08,Canada,Meal produced,Canola (rapeseed),152287
2005/09,Canada,Meal produced,Canola (rapeseed),158833
2005/10,Canada,Meal produced,Canola (rapeseed),176854
2005/11,Canada,Meal produced,Canola (rapeseed),175450
2005/12,Canada,Meal produced,Canola (rapeseed),173379
2006/01,Canada,Meal produced,Canola (rapeseed),171212
2006/02,Canada,Meal produced,Canola (rapeseed),164118
2006/03,Canada,Meal produced,Canola (rapeseed),177494
2006/04,Canada,Meal produced,Canola (rapeseed),172282
2006/05,Canada,Meal produced,Canola (rapeseed),146644
2006/06,Canada,Meal produced,Canola (rapeseed),174857
2006/07,Canada,Meal produced,Canola (rapeseed),181745
2006/08,Canada,Meal produced,Canola (rapeseed),173406
2006/09,Canada,Meal produced,Canola (rapeseed),160238
2006/10,Canada,Meal produced,Canola (rapeseed),190736
2006/11,Canada,Meal produced,Canola (rapeseed),190923
2006/12,Canada,Meal produced,Canola (rapeseed),197414
2007/01,Canada,Meal produced,Canola (rapeseed),177723
2007/02,Canada,Meal produced,Canola (rapeseed),152275
2007/03,Canada,Meal produced,Canola (rapeseed),167719
2007/04,Canada,Meal produced,Canola (rapeseed),172785
2007/05,Canada,Meal produced,Canola (rapeseed),174409
2007/06,Canada,Meal produced,Canola (rapeseed),173212
2007/07,Canada,Meal produced,Canola (rapeseed),177581
2007/08,Canada,Meal produced,Canola (rapeseed),193507
2007/09,Canada,Meal produced,Canola (rapeseed),195326
2007/10,Canada,Meal produced,Canola (rapeseed),211373
2007/11,Canada,Meal produced,Canola (rapeseed),218735
2007/12,Canada,Meal produced,Canola (rapeseed),224674
2008/01,Canada,Meal produced,Canola (rapeseed),214396
2008/02,Canada,Meal produced,Canola (rapeseed),204288
2008/03,Canada,Meal produced,Canola (rapeseed),228661
2008/04,Canada,Meal produced,Canola (rapeseed),194800
2008/05,Canada,Meal produced,Canola (rapeseed),202074
2008/06,Canada,Meal produced,Canola (rapeseed),203731
2008/07,Canada,Meal produced,Canola (rapeseed),203467
2008/08,Canada,Meal produced,Canola (rapeseed),184332
2008/09,Canada,Meal produced,Canola (rapeseed),212356
2008/10,Canada,Meal produced,Canola (rapeseed),230506
2008/11,Canada,Meal produced,Canola (rapeseed),213058
2008/12,Canada,Meal produced,Canola (rapeseed),224894
2009/01,Canada,Meal produced,Canola (rapeseed),206806
2009/02,Canada,Meal produced,Canola (rapeseed),199917
2009/03,Canada,Meal produced,Canola (rapeseed),223704
2009/04,Canada,Meal produced,Canola (rapeseed),202520
2009/05,Canada,Meal produced,Canola (rapeseed),184578
2009/06,Canada,Meal produced,Canola (rapeseed),191717
2009/07,Canada,Meal produced,Canola (rapeseed),212729
2009/08,Canada,Meal produced,Canola (rapeseed),190964
2009/09,Canada,Meal produced,Canola (rapeseed),191987
2009/10,Canada,Meal produced,Canola (rapeseed),174435
2009/11,Canada,Meal produced,Canola (rapeseed),207501
2009/12,Canada,Meal produced,Canola (rapeseed),199542
2010/01,Canada,Meal produced,Canola (rapeseed),229843
2010/02,Canada,Meal produced,Canola (rapeseed),215981
2010/03,Canada,Meal produced,Canola (rapeseed),262045
2010/04,Canada,Meal produced,Canola (rapeseed),242373
2010/05,Canada,Meal produced,Canola (rapeseed),242602
2010/06,Canada,Meal produced,Canola (rapeseed),248919
2010/07,Canada,Meal produced,Canola (rapeseed),276597
2010/08,Canada,Meal produced,Canola (rapeseed),243201
2010/09,Canada,Meal produced,Canola (rapeseed),280403
2010/10,Canada,Meal produced,Canola (rapeseed),306559
2010/11,Canada,Meal produced,Canola (rapeseed),312662
2010/12,Canada,Meal produced,Canola (rapeseed),312472
2011/01,Canada,Meal produced,Canola (rapeseed),290195
2011/02,Canada,Meal produced,Canola (rapeseed),279298
2011/03,Canada,Meal produced,Canola (rapeseed),332836
2011/04,Canada,Meal produced,Canola (rapeseed),310045
2011/05,Canada,Meal produced,Canola (rapeseed),290711
2011/06,Canada,Meal produced,Canola (rapeseed),297808
2011/07,Canada,Meal produced,Canola (rapeseed),311905
2011/08,Canada,Meal produced,Canola (rapeseed),253597
2011/09,Canada,Meal produced,Canola (rapeseed),333775
2011/10,Canada,Meal produced,Canola (rapeseed),333151
2011/11,Canada,Meal produced,Canola (rapeseed),342709
2011/12,Canada,Meal produced,Canola (rapeseed),381993
2012/01,Canada,Meal produced,Canola (rapeseed),357729
2012/02,Canada,Meal produced,Canola (rapeseed),336814
2012/03,Canada,Meal produced,Canola (rapeseed),377978
2012/04,Canada,Meal produced,Canola (rapeseed),353961
2012/05,Canada,Meal produced,Canola (rapeseed),297101
2012/06,Canada,Meal produced,Canola (rapeseed),269452
2012/07,Canada,Meal produced,Canola (rapeseed),332050
2012/08,Canada,Meal produced,Canola (rapeseed),278954
2012/09,Canada,Meal produced,Canola (rapeseed),372296
2012/10,Canada,Meal produced,Canola (rapeseed),397717
2012/11,Canada,Meal produced,Canola (rapeseed),353811
2012/12,Canada,Meal produced,Canola (rapeseed),387464
2013/01,Canada,Meal produced,Canola (rapeseed),331894
2013/02,Canada,Meal produced,Canola (rapeseed),316382
2013/03,Canada,Meal produced,Canola (rapeseed),354313
2013/04,Canada,Meal produced,Canola (rapeseed),341098
2013/05,Canada,Meal produced,Canola (rapeseed),269677
2013/06,Canada,Meal produced,Canola (rapeseed),287164
2013/07,Canada,Meal produced,Canola (rapeseed),299093
2013/08,Canada,Meal produced,Canola (rapeseed),211305
2013/09,Canada,Meal produced,Canola (rapeseed),319460
2013/10,Canada,Meal produced,Canola (rapeseed),361686
2013/11,Canada,Meal produced,Canola (rapeseed),349817
2013/12,Canada,Meal produced,Canola (rapeseed),365705
2014/01,Canada,Meal produced,Canola (rapeseed),338327
2014/02,Canada,Meal produced,Canola (rapeseed),305201
2014/03,Canada,Meal produced,Canola (rapeseed),348052
2014/04,Canada,Meal produced,Canola (rapeseed),332636
2014/05,Canada,Meal produced,Canola (rapeseed),326365
2014/06,Canada,Meal produced,Canola (rapeseed),324321
2014/07,Canada,Meal produced,Canola (rapeseed),383351
2014/08,Canada,Meal produced,Canola (rapeseed),315976
2014/09,Canada,Meal produced,Canola (rapeseed),356335
2014/10,Canada,Meal produced,Canola (rapeseed),344393
2014/11,Canada,Meal produced,Canola (rapeseed),304503
2014/12,Canada,Meal produced,Canola (rapeseed),362025
2015/01,Canada,Meal produced,Canola (rapeseed),364895
2015/02,Canada,Meal produced,Canola (rapeseed),313857
2015/03,Canada,Meal produced,Canola (rapeseed),378399
2015/04,Canada,Meal produced,Canola (rapeseed),339667
2015/05,Canada,Meal produced,Canola (rapeseed),325187
2015/06,Canada,Meal produced,Canola (rapeseed),358560
2015/07,Canada,Meal produced,Canola (rapeseed),392262
2015/08,Canada,Meal produced,Canola (rapeseed),334244
2015/09,Canada,Meal produced,Canola (rapeseed),346284
2015/10,Canada,Meal produced,Canola (rapeseed),408647
2015/11,Canada,Meal produced,Canola (rapeseed),387333
2015/12,Canada,Meal produced,Canola (rapeseed),420708
2016/01,Canada,Meal produced,Canola (rapeseed),389899
2016/02,Canada,Meal produced,Canola (rapeseed),399673
2016/03,Canada,Meal produced,Canola (rapeseed),423024
2016/04,Canada,Meal produced,Canola (rapeseed),348540
2016/05,Canada,Meal produced,Canola (rapeseed),396435
2016/06,Canada,Meal produced,Canola (rapeseed),399564
2016/07,Canada,Meal produced,Canola (rapeseed),443653
2016/08,Canada,Meal produced,Canola (rapeseed),382539
2016/09,Canada,Meal produced,Canola (rapeseed),434520
2016/10,Canada,Meal produced,Canola (rapeseed),454926
2016/11,Canada,Meal produced,Canola (rapeseed),445698
2016/12,Canada,Meal produced,Canola (rapeseed),467183
2017/01,Canada,Meal produced,Canola (rapeseed),446060
2017/02,Canada,Meal produced,Canola (rapeseed),417253
2017/03,Canada,Meal produced,Canola (rapeseed),458774
2017/04,Canada,Meal produced,Canola (rapeseed),418530
2017/05,Canada,Meal produced,Canola (rapeseed),395985
2017/06,Canada,Meal produced,Canola (rapeseed),409823
2017/07,Canada,Meal produced,Canola (rapeseed),418677
2017/08,Canada,Meal produced,Canola (rapeseed),351380
2017/09,Canada,Meal produced,Canola (rapeseed),419978
2017/10,Canada,Meal produced,Canola (rapeseed),479834
2017/11,Canada,Meal produced,Canola (rapeseed),447709
1971/01,Canada,Meal produced,Soybeans,
1971/02,Canada,Meal produced,Soybeans,
1971/03,Canada,Meal produced,Soybeans,
1971/04,Canada,Meal produced,Soybeans,
1971/05,Canada,Meal produced,Soybeans,
1971/06,Canada,Meal produced,Soybeans,
1971/07,Canada,Meal produced,Soybeans,
1971/08,Canada,Meal produced,Soybeans,42758
1971/09,Canada,Meal produced,Soybeans,42110
1971/10,Canada,Meal produced,Soybeans,48897
1971/11,Canada,Meal produced,Soybeans,49119
1971/12,Canada,Meal produced,Soybeans,44955
1972/01,Canada,Meal produced,Soybeans,36581
1972/02,Canada,Meal produced,Soybeans,34812
1972/03,Canada,Meal produced,Soybeans,33633
1972/04,Canada,Meal produced,Soybeans,34624
1972/05,Canada,Meal produced,Soybeans,45964
1972/06,Canada,Meal produced,Soybeans,45286
1972/07,Canada,Meal produced,Soybeans,35089
1972/08,Canada,Meal produced,Soybeans,33245
1972/09,Canada,Meal produced,Soybeans,30250
1972/10,Canada,Meal produced,Soybeans,43066
1972/11,Canada,Meal produced,Soybeans,54996
1972/12,Canada,Meal produced,Soybeans,50451
1973/01,Canada,Meal produced,Soybeans,46080
1973/02,Canada,Meal produced,Soybeans,43700
1973/03,Canada,Meal produced,Soybeans,43958
1973/04,Canada,Meal produced,Soybeans,32978
1973/05,Canada,Meal produced,Soybeans,43154
1973/06,Canada,Meal produced,Soybeans,35646
1973/07,Canada,Meal produced,Soybeans,25444
1973/08,Canada,Meal produced,Soybeans,23582
1973/09,Canada,Meal produced,Soybeans,16712
1973/10,Canada,Meal produced,Soybeans,40572
1973/11,Canada,Meal produced,Soybeans,48269
1973/12,Canada,Meal produced,Soybeans,40462
1974/01,Canada,Meal produced,Soybeans,47374
1974/02,Canada,Meal produced,Soybeans,46375
1974/03,Canada,Meal produced,Soybeans,40863
1974/04,Canada,Meal produced,Soybeans,43338
1974/05,Canada,Meal produced,Soybeans,56643
1974/06,Canada,Meal produced,Soybeans,48254
1974/07,Canada,Meal produced,Soybeans,50919
1974/08,Canada,Meal produced,Soybeans,46237
1974/09,Canada,Meal produced,Soybeans,33916
1974/10,Canada,Meal produced,Soybeans,53488
1974/11,Canada,Meal produced,Soybeans,52057
1974/12,Canada,Meal produced,Soybeans,42068
1975/01,Canada,Meal produced,Soybeans,43610
1975/02,Canada,Meal produced,Soybeans,35233
1975/03,Canada,Meal produced,Soybeans,32983
1975/04,Canada,Meal produced,Soybeans,42134
1975/05,Canada,Meal produced,Soybeans,44989
1975/06,Canada,Meal produced,Soybeans,36280
1975/07,Canada,Meal produced,Soybeans,36183
1975/08,Canada,Meal produced,Soybeans,47753
1975/09,Canada,Meal produced,Soybeans,40897
1975/10,Canada,Meal produced,Soybeans,56322
1975/11,Canada,Meal produced,Soybeans,55952
1975/12,Canada,Meal produced,Soybeans,51138
1976/01,Canada,Meal produced,Soybeans,44988
1976/02,Canada,Meal produced,Soybeans,43622
1976/03,Canada,Meal produced,Soybeans,45140
1976/04,Canada,Meal produced,Soybeans,45657
1976/05,Canada,Meal produced,Soybeans,52074
1976/06,Canada,Meal produced,Soybeans,47161
1976/07,Canada,Meal produced,Soybeans,38757
1976/08,Canada,Meal produced,Soybeans,39849
1976/09,Canada,Meal produced,Soybeans,36360
1976/10,Canada,Meal produced,Soybeans,52829
1976/11,Canada,Meal produced,Soybeans,54962
1976/12,Canada,Meal produced,Soybeans,46924
1977/01,Canada,Meal produced,Soybeans,48282
1977/02,Canada,Meal produced,Soybeans,40567
1977/03,Canada,Meal produced,Soybeans,44028
1977/04,Canada,Meal produced,Soybeans,40997
1977/05,Canada,Meal produced,Soybeans,46924
1977/06,Canada,Meal produced,Soybeans,50057
1977/07,Canada,Meal produced,Soybeans,38907
1977/08,Canada,Meal produced,Soybeans,39861
1977/09,Canada,Meal produced,Soybeans,34454
1977/10,Canada,Meal produced,Soybeans,49028
1977/11,Canada,Meal produced,Soybeans,55110
1977/12,Canada,Meal produced,Soybeans,52432
1978/01,Canada,Meal produced,Soybeans,52764
1978/02,Canada,Meal produced,Soybeans,46357
1978/03,Canada,Meal produced,Soybeans,52646
1978/04,Canada,Meal produced,Soybeans,41387
1978/05,Canada,Meal produced,Soybeans,50621
1978/06,Canada,Meal produced,Soybeans,49153
1978/07,Canada,Meal produced,Soybeans,42796
1978/08,Canada,Meal produced,Soybeans,43999
1978/09,Canada,Meal produced,Soybeans,39229
1978/10,Canada,Meal produced,Soybeans,53914
1978/11,Canada,Meal produced,Soybeans,50277
1978/12,Canada,Meal produced,Soybeans,50101
1979/01,Canada,Meal produced,Soybeans,54309
1979/02,Canada,Meal produced,Soybeans,47050
1979/03,Canada,Meal produced,Soybeans,54028
1979/04,Canada,Meal produced,Soybeans,48699
1979/05,Canada,Meal produced,Soybeans,51930
1979/06,Canada,Meal produced,Soybeans,44190
1979/07,Canada,Meal produced,Soybeans,38943
1979/08,Canada,Meal produced,Soybeans,49345
1979/09,Canada,Meal produced,Soybeans,43522
1979/10,Canada,Meal produced,Soybeans,53677
1979/11,Canada,Meal produced,Soybeans,69045
1979/12,Canada,Meal produced,Soybeans,62653
1980/01,Canada,Meal produced,Soybeans,68507
1980/02,Canada,Meal produced,Soybeans,63377
1980/03,Canada,Meal produced,Soybeans,62257
1980/04,Canada,Meal produced,Soybeans,68927
1980/05,Canada,Meal produced,Soybeans,66251
1980/06,Canada,Meal produced,Soybeans,65594
1980/07,Canada,Meal produced,Soybeans,65125
1980/08,Canada,Meal produced,Soybeans,60796
1980/09,Canada,Meal produced,Soybeans,58932
1980/10,Canada,Meal produced,Soybeans,68234
1980/11,Canada,Meal produced,Soybeans,73388
1980/12,Canada,Meal produced,Soybeans,73009
1981/01,Canada,Meal produced,Soybeans,67194
1981/02,Canada,Meal produced,Soybeans,61490
1981/03,Canada,Meal produced,Soybeans,59111
1981/04,Canada,Meal produced,Soybeans,63276
1981/05,Canada,Meal produced,Soybeans,54454
1981/06,Canada,Meal produced,Soybeans,47940
1981/07,Canada,Meal produced,Soybeans,43878
1981/08,Canada,Meal produced,Soybeans,35999
1981/09,Canada,Meal produced,Soybeans,40620
1981/10,Canada,Meal produced,Soybeans,71773
1981/11,Canada,Meal produced,Soybeans,69056
1981/12,Canada,Meal produced,Soybeans,68036
1982/01,Canada,Meal produced,Soybeans,65192
1982/02,Canada,Meal produced,Soybeans,62223
1982/03,Canada,Meal produced,Soybeans,68671
1982/04,Canada,Meal produced,Soybeans,65489
1982/05,Canada,Meal produced,Soybeans,72060
1982/06,Canada,Meal produced,Soybeans,68647
1982/07,Canada,Meal produced,Soybeans,69704
1982/08,Canada,Meal produced,Soybeans,55939
1982/09,Canada,Meal produced,Soybeans,61250
1982/10,Canada,Meal produced,Soybeans,79918
1982/11,Canada,Meal produced,Soybeans,74292
1982/12,Canada,Meal produced,Soybeans,72247
1983/01,Canada,Meal produced,Soybeans,77096
1983/02,Canada,Meal produced,Soybeans,72733
1983/03,Canada,Meal produced,Soybeans,73020
1983/04,Canada,Meal produced,Soybeans,71973
1983/05,Canada,Meal produced,Soybeans,69316
1983/06,Canada,Meal produced,Soybeans,66556
1983/07,Canada,Meal produced,Soybeans,58234
1983/08,Canada,Meal produced,Soybeans,43250
1983/09,Canada,Meal produced,Soybeans,66763
1983/10,Canada,Meal produced,Soybeans,67581
1983/11,Canada,Meal produced,Soybeans,67106
1983/12,Canada,Meal produced,Soybeans,72523
1984/01,Canada,Meal produced,Soybeans,66370
1984/02,Canada,Meal produced,Soybeans,56053
1984/03,Canada,Meal produced,Soybeans,58784
1984/04,Canada,Meal produced,Soybeans,60792
1984/05,Canada,Meal produced,Soybeans,65011
1984/06,Canada,Meal produced,Soybeans,62148
1984/07,Canada,Meal produced,Soybeans,49572
1984/08,Canada,Meal produced,Soybeans,40985
1984/09,Canada,Meal produced,Soybeans,50135
1984/10,Canada,Meal produced,Soybeans,49068
1984/11,Canada,Meal produced,Soybeans,51066
1984/12,Canada,Meal produced,Soybeans,81676
1985/01,Canada,Meal produced,Soybeans,66445
1985/02,Canada,Meal produced,Soybeans,60531
1985/03,Canada,Meal produced,Soybeans,71799
1985/04,Canada,Meal produced,Soybeans,68095
1985/05,Canada,Meal produced,Soybeans,65260
1985/06,Canada,Meal produced,Soybeans,65879
1985/07,Canada,Meal produced,Soybeans,50581
1985/08,Canada,Meal produced,Soybeans,45587
1985/09,Canada,Meal produced,Soybeans,46186
1985/10,Canada,Meal produced,Soybeans,54965
1985/11,Canada,Meal produced,Soybeans,55438
1985/12,Canada,Meal produced,Soybeans,54990
1986/01,Canada,Meal produced,Soybeans,67776
1986/02,Canada,Meal produced,Soybeans,51574
1986/03,Canada,Meal produced,Soybeans,68831
1986/04,Canada,Meal produced,Soybeans,72901
1986/05,Canada,Meal produced,Soybeans,74896
1986/06,Canada,Meal produced,Soybeans,60760
1986/07,Canada,Meal produced,Soybeans,42305
1986/08,Canada,Meal produced,Soybeans,51847
1986/09,Canada,Meal produced,Soybeans,34227
1986/10,Canada,Meal produced,Soybeans,65389
1986/11,Canada,Meal produced,Soybeans,69646
1986/12,Canada,Meal produced,Soybeans,80073
1987/01,Canada,Meal produced,Soybeans,67518
1987/02,Canada,Meal produced,Soybeans,51842
1987/03,Canada,Meal produced,Soybeans,74613
1987/04,Canada,Meal produced,Soybeans,65994
1987/05,Canada,Meal produced,Soybeans,49229
1987/06,Canada,Meal produced,Soybeans,68032
1987/07,Canada,Meal produced,Soybeans,53405
1987/08,Canada,Meal produced,Soybeans,63304
1987/09,Canada,Meal produced,Soybeans,56386
1987/10,Canada,Meal produced,Soybeans,69246
1987/11,Canada,Meal produced,Soybeans,66206
1987/12,Canada,Meal produced,Soybeans,61845
1988/01,Canada,Meal produced,Soybeans,63841
1988/02,Canada,Meal produced,Soybeans,61756
1988/03,Canada,Meal produced,Soybeans,61396
1988/04,Canada,Meal produced,Soybeans,65429
1988/05,Canada,Meal produced,Soybeans,61662
1988/06,Canada,Meal produced,Soybeans,54705
1988/07,Canada,Meal produced,Soybeans,50964
1988/08,Canada,Meal produced,Soybeans,46317
1988/09,Canada,Meal produced,Soybeans,49755
1988/10,Canada,Meal produced,Soybeans,63912
1988/11,Canada,Meal produced,Soybeans,60420
1988/12,Canada,Meal produced,Soybeans,58172
1989/01,Canada,Meal produced,Soybeans,59856
1989/02,Canada,Meal produced,Soybeans,54656
1989/03,Canada,Meal produced,Soybeans,56756
1989/04,Canada,Meal produced,Soybeans,53401
1989/05,Canada,Meal produced,Soybeans,57889
1989/06,Canada,Meal produced,Soybeans,51155
1989/07,Canada,Meal produced,Soybeans,43113
1989/08,Canada,Meal produced,Soybeans,51392
1989/09,Canada,Meal produced,Soybeans,50785
1989/10,Canada,Meal produced,Soybeans,74242
1989/11,Canada,Meal produced,Soybeans,82783
1989/12,Canada,Meal produced,Soybeans,70548
1990/01,Canada,Meal produced,Soybeans,76855
1990/02,Canada,Meal produced,Soybeans,71053
1990/03,Canada,Meal produced,Soybeans,81127
1990/04,Canada,Meal produced,Soybeans,69444
1990/05,Canada,Meal produced,Soybeans,82840
1990/06,Canada,Meal produced,Soybeans,71795
1990/07,Canada,Meal produced,Soybeans,69153
1990/08,Canada,Meal produced,Soybeans,51680
1990/09,Canada,Meal produced,Soybeans,57491
1990/10,Canada,Meal produced,Soybeans,66599
1990/11,Canada,Meal produced,Soybeans,65894
1990/12,Canada,Meal produced,Soybeans,71860
1991/01,Canada,Meal produced,Soybeans,61172
1991/02,Canada,Meal produced,Soybeans,57915
1991/03,Canada,Meal produced,Soybeans,62349
1991/04,Canada,Meal produced,Soybeans,55192
1991/05,Canada,Meal produced,Soybeans,57061
1991/06,Canada,Meal produced,Soybeans,57397
1991/07,Canada,Meal produced,Soybeans,54948
1991/08,Canada,Meal produced,Soybeans,60326
1991/09,Canada,Meal produced,Soybeans,62167
1991/10,Canada,Meal produced,Soybeans,65933
1991/11,Canada,Meal produced,Soybeans,62763
1991/12,Canada,Meal produced,Soybeans,66751
1992/01,Canada,Meal produced,Soybeans,63607
1992/02,Canada,Meal produced,Soybeans,63165
1992/03,Canada,Meal produced,Soybeans,53092
1992/04,Canada,Meal produced,Soybeans,x
1992/05,Canada,Meal produced,Soybeans,x
1992/06,Canada,Meal produced,Soybeans,x
1992/07,Canada,Meal produced,Soybeans,x
1992/08,Canada,Meal produced,Soybeans,x
1992/09,Canada,Meal produced,Soybeans,x
1992/10,Canada,Meal produced,Soybeans,x
1992/11,Canada,Meal produced,Soybeans,x
1992/12,Canada,Meal produced,Soybeans,x
1993/01,Canada,Meal produced,Soybeans,x
1993/02,Canada,Meal produced,Soybeans,x
1993/03,Canada,Meal produced,Soybeans,x
1993/04,Canada,Meal produced,Soybeans,x
1993/05,Canada,Meal produced,Soybeans,x
1993/06,Canada,Meal produced,Soybeans,x
1993/07,Canada,Meal produced,Soybeans,x
1993/08,Canada,Meal produced,Soybeans,x
1993/09,Canada,Meal produced,Soybeans,x
1993/10,Canada,Meal produced,Soybeans,x
1993/11,Canada,Meal produced,Soybeans,x
1993/12,Canada,Meal produced,Soybeans,x
1994/01,Canada,Meal produced,Soybeans,x
1994/02,Canada,Meal produced,Soybeans,x
1994/03,Canada,Meal produced,Soybeans,x
1994/04,Canada,Meal produced,Soybeans,x
1994/05,Canada,Meal produced,Soybeans,x
1994/06,Canada,Meal produced,Soybeans,x
1994/07,Canada,Meal produced,Soybeans,x
1994/08,Canada,Meal produced,Soybeans,x
1994/09,Canada,Meal produced,Soybeans,x
1994/10,Canada,Meal produced,Soybeans,x
1994/11,Canada,Meal produced,Soybeans,x
1994/12,Canada,Meal produced,Soybeans,x
1995/01,Canada,Meal produced,Soybeans,x
1995/02,Canada,Meal produced,Soybeans,x
1995/03,Canada,Meal produced,Soybeans,x
1995/04,Canada,Meal produced,Soybeans,x
1995/05,Canada,Meal produced,Soybeans,x
1995/06,Canada,Meal produced,Soybeans,x
1995/07,Canada,Meal produced,Soybeans,x
1995/08,Canada,Meal produced,Soybeans,x
1995/09,Canada,Meal produced,Soybeans,x
1995/10,Canada,Meal produced,Soybeans,x
1995/11,Canada,Meal produced,Soybeans,x
1995/12,Canada,Meal produced,Soybeans,x
1996/01,Canada,Meal produced,Soybeans,x
1996/02,Canada,Meal produced,Soybeans,x
1996/03,Canada,Meal produced,Soybeans,x
1996/04,Canada,Meal produced,Soybeans,x
1996/05,Canada,Meal produced,Soybeans,x
1996/06,Canada,Meal produced,Soybeans,x
1996/07,Canada,Meal produced,Soybeans,x
1996/08,Canada,Meal produced,Soybeans,x
1996/09,Canada,Meal produced,Soybeans,x
1996/10,Canada,Meal produced,Soybeans,x
1996/11,Canada,Meal produced,Soybeans,x
1996/12,Canada,Meal produced,Soybeans,x
1997/01,Canada,Meal produced,Soybeans,x
1997/02,Canada,Meal produced,Soybeans,x
1997/03,Canada,Meal produced,Soybeans,x
1997/04,Canada,Meal produced,Soybeans,x
1997/05,Canada,Meal produced,Soybeans,x
1997/06,Canada,Meal produced,Soybeans,x
1997/07,Canada,Meal produced,Soybeans,x
1997/08,Canada,Meal produced,Soybeans,x
1997/09,Canada,Meal produced,Soybeans,x
1997/10,Canada,Meal produced,Soybeans,x
1997/11,Canada,Meal produced,Soybeans,x
1997/12,Canada,Meal produced,Soybeans,x
1998/01,Canada,Meal produced,Soybeans,x
1998/02,Canada,Meal produced,Soybeans,x
1998/03,Canada,Meal produced,Soybeans,x
1998/04,Canada,Meal produced,Soybeans,x
1998/05,Canada,Meal produced,Soybeans,x
1998/06,Canada,Meal produced,Soybeans,x
1998/07,Canada,Meal produced,Soybeans,x
1998/08,Canada,Meal produced,Soybeans,x
1998/09,Canada,Meal produced,Soybeans,x
1998/10,Canada,Meal produced,Soybeans,x
1998/11,Canada,Meal produced,Soybeans,x
1998/12,Canada,Meal produced,Soybeans,x
1999/01,Canada,Meal produced,Soybeans,x
1999/02,Canada,Meal produced,Soybeans,x
1999/03,Canada,Meal produced,Soybeans,x
1999/04,Canada,Meal produced,Soybeans,x
